time,kv,kR,kOmega
8.730000000000000426e+00,5.907650589942932129e-01,1.860774904489517212e-01,4.801990464329719543e-02
8.740000000000000213e+00,5.950867533683776855e-01,1.870878934860229492e-01,4.786678031086921692e-02
8.750000000000000000e+00,5.921635031700134277e-01,1.863764673471450806e-01,4.808555915951728821e-02
8.759999999999999787e+00,5.967090129852294922e-01,1.874799430370330811e-01,4.793599247932434082e-02
8.769999999999999574e+00,5.938311815261840820e-01,1.867731511592864990e-01,4.816692695021629333e-02
8.779999999999999361e+00,5.985409021377563477e-01,1.878822445869445801e-01,4.800570011138916016e-02
8.790000000000000924e+00,5.956815481185913086e-01,1.871673017740249634e-01,4.823310673236846924e-02
8.800000000000000711e+00,6.004023551940917969e-01,1.882350891828536987e-01,4.808606207370758057e-02
8.810000000000000497e+00,5.975238084793090820e-01,1.874547898769378662e-01,4.837156459689140320e-02
8.820000000000000284e+00,6.018708944320678711e-01,1.884302645921707153e-01,4.821419715881347656e-02
8.830000000000000071e+00,5.989764332771301270e-01,1.876044422388076782e-01,4.852079972624778748e-02
8.839999999999999858e+00,6.026774644851684570e-01,1.884514242410659790e-01,4.837082698941230774e-02
8.849999999999999645e+00,5.997979640960693359e-01,1.875878125429153442e-01,4.868183657526969910e-02
8.859999999999999432e+00,6.032645702362060547e-01,1.883665472269058228e-01,4.853162914514541626e-02
8.870000000000000995e+00,6.005549430847167969e-01,1.874855458736419678e-01,4.883080720901489258e-02
8.880000000000000782e+00,6.038202047348022461e-01,1.882191598415374756e-01,4.867885261774063110e-02
8.890000000000000568e+00,6.010650396347045898e-01,1.872739493846893311e-01,4.898324236273765564e-02
8.900000000000000355e+00,6.040010452270507812e-01,1.879499256610870361e-01,4.881951957941055298e-02
8.910000000000000142e+00,6.011894345283508301e-01,1.869153082370758057e-01,4.915802180767059326e-02
8.919999999999999929e+00,6.038997769355773926e-01,1.875584423542022705e-01,4.898393154144287109e-02
8.929999999999999716e+00,6.006802916526794434e-01,1.863625347614288330e-01,4.933450743556022644e-02
8.939999999999999503e+00,6.031221151351928711e-01,1.869619488716125488e-01,4.915166646242141724e-02
8.950000000000001066e+00,5.994761586189270020e-01,1.855944246053695679e-01,4.950690269470214844e-02
8.960000000000000853e+00,6.016703844070434570e-01,1.861436665058135986e-01,4.931936785578727722e-02
8.970000000000000639e+00,5.975853204727172852e-01,1.845912635326385498e-01,4.967064410448074341e-02
8.980000000000000426e+00,5.996567606925964355e-01,1.850807368755340576e-01,4.950536042451858521e-02
8.990000000000000213e+00,5.950870513916015625e-01,1.833219528198242188e-01,4.981836304068565369e-02
9.000000000000000000e+00,5.969406366348266602e-01,1.837354302406311035e-01,4.965858533978462219e-02
9.009999999999999787e+00,5.918643474578857422e-01,1.817338615655899048e-01,4.995729401707649231e-02
9.019999999999999574e+00,5.935797691345214844e-01,1.821099668741226196e-01,4.975959286093711853e-02
9.029999999999999361e+00,5.886788964271545410e-01,1.798719167709350586e-01,5.004095658659934998e-02
9.040000000000000924e+00,5.906118154525756836e-01,1.802663803100585938e-01,4.981230199337005615e-02
9.050000000000000711e+00,5.873329043388366699e-01,1.782520860433578491e-01,4.997221753001213074e-02
9.060000000000000497e+00,5.897681713104248047e-01,1.788937449455261230e-01,4.965460300445556641e-02
9.070000000000000284e+00,5.876048803329467773e-01,1.770626306533813477e-01,4.981659352779388428e-02
9.080000000000000071e+00,5.910321474075317383e-01,1.778896450996398926e-01,4.949108511209487915e-02
9.089999999999999858e+00,5.907213091850280762e-01,1.762250065803527832e-01,4.970579966902732849e-02
9.099999999999999645e+00,5.949332714080810547e-01,1.772547513246536255e-01,4.933188483119010925e-02
9.109999999999999432e+00,5.967260599136352539e-01,1.762241721153259277e-01,4.938992857933044434e-02
9.120000000000000995e+00,6.020176410675048828e-01,1.776771247386932373e-01,4.885496571660041809e-02
9.130000000000000782e+00,6.054536104202270508e-01,1.776301413774490356e-01,4.885553941130638123e-02
9.140000000000000568e+00,6.107403635978698730e-01,1.792963594198226929e-01,4.827157407999038696e-02
9.150000000000000355e+00,6.142401695251464844e-01,1.794712841510772705e-01,4.834740981459617615e-02
9.160000000000000142e+00,6.191657781600952148e-01,1.812698245048522949e-01,4.771682247519493103e-02
9.169999999999999929e+00,6.222695112228393555e-01,1.816551089286804199e-01,4.781249910593032837e-02
9.179999999999999716e+00,6.266198158264160156e-01,1.834297180175781250e-01,4.711696133017539978e-02
9.189999999999999503e+00,6.290609240531921387e-01,1.838863939046859741e-01,4.723102971911430359e-02
9.200000000000001066e+00,6.327533721923828125e-01,1.854966133832931519e-01,4.655843600630760193e-02
9.210000000000000853e+00,6.346036195755004883e-01,1.859121769666671753e-01,4.664079099893569946e-02
9.220000000000000639e+00,6.374577879905700684e-01,1.872313320636749268e-01,4.605291038751602173e-02
9.230000000000000426e+00,6.386708617210388184e-01,1.874723434448242188e-01,4.616235569119453430e-02
9.240000000000000213e+00,6.407494544982910156e-01,1.885040551424026489e-01,4.562175273895263672e-02
9.250000000000000000e+00,6.416006088256835938e-01,1.886570751667022705e-01,4.576108977198600769e-02
9.259999999999999787e+00,6.432138681411743164e-01,1.895620524883270264e-01,4.521433636546134949e-02
9.269999999999999574e+00,6.438284516334533691e-01,1.896590143442153931e-01,4.536986351013183594e-02
9.279999999999999361e+00,6.448836922645568848e-01,1.903339177370071411e-01,4.489484056830406189e-02
9.290000000000000924e+00,6.452965736389160156e-01,1.904141008853912354e-01,4.503501206636428833e-02
9.300000000000000711e+00,6.459846496582031250e-01,1.909388899803161621e-01,4.460896924138069153e-02
9.310000000000000497e+00,6.462731361389160156e-01,1.909750401973724365e-01,4.475467279553413391e-02
9.320000000000000284e+00,6.467306017875671387e-01,1.913842111825942993e-01,4.439387843012809753e-02
9.330000000000000071e+00,6.467666625976562500e-01,1.913321763277053833e-01,4.458551853895187378e-02
9.339999999999999858e+00,6.470036506652832031e-01,1.916559785604476929e-01,4.426590353250503540e-02
9.349999999999999645e+00,6.467682123184204102e-01,1.915180236101150513e-01,4.452690109610557556e-02
9.359999999999999432e+00,6.467950940132141113e-01,1.917581558227539062e-01,4.422998055815696716e-02
9.370000000000000995e+00,6.463533043861389160e-01,1.915705353021621704e-01,4.452449828386306763e-02
9.380000000000000782e+00,6.462110280990600586e-01,1.917431503534317017e-01,4.422725364565849304e-02
9.390000000000000568e+00,6.456362009048461914e-01,1.915895044803619385e-01,4.452398046851158142e-02
9.400000000000000355e+00,6.452541947364807129e-01,1.917111873626708984e-01,4.425021633505821228e-02
9.410000000000000142e+00,6.444121599197387695e-01,1.914886385202407837e-01,4.457204788923263550e-02
9.419999999999999929e+00,6.438164710998535156e-01,1.915415823459625244e-01,4.436354711651802063e-02
9.429999999999999716e+00,6.425626277923583984e-01,1.912244558334350586e-01,4.470255598425865173e-02
9.439999999999999503e+00,6.417726278305053711e-01,1.912486255168914795e-01,4.451607540249824524e-02
9.450000000000001066e+00,6.399317979812622070e-01,1.907811760902404785e-01,4.490984231233596802e-02
9.460000000000000853e+00,6.390638947486877441e-01,1.907575726509094238e-01,4.477405175566673279e-02
9.470000000000000639e+00,6.367153525352478027e-01,1.901706606149673462e-01,4.523685202002525330e-02
9.480000000000000426e+00,6.356495022773742676e-01,1.901289522647857666e-01,4.513808712363243103e-02
9.490000000000000213e+00,6.328191161155700684e-01,1.894470602273941040e-01,4.560814425349235535e-02
9.500000000000000000e+00,6.316291093826293945e-01,1.893663108348846436e-01,4.550321772694587708e-02
9.509999999999999787e+00,6.283828020095825195e-01,1.885917037725448608e-01,4.595036059617996216e-02
9.519999999999999574e+00,6.271851658821105957e-01,1.884985715150833130e-01,4.580650851130485535e-02
9.529999999999999361e+00,6.236106157302856445e-01,1.876734197139739990e-01,4.622392728924751282e-02
9.540000000000000924e+00,6.225187778472900391e-01,1.876263767480850220e-01,4.601597413420677185e-02
9.550000000000000711e+00,6.185628175735473633e-01,1.867313385009765625e-01,4.639814049005508423e-02
9.560000000000000497e+00,6.178333759307861328e-01,1.867285072803497314e-01,4.611420631408691406e-02
9.570000000000000284e+00,6.135311126708984375e-01,1.857199817895889282e-01,4.646682739257812500e-02
9.580000000000000071e+00,6.133325695991516113e-01,1.857860237360000610e-01,4.611770063638687134e-02
9.589999999999999858e+00,6.089494228363037109e-01,1.846367120742797852e-01,4.648471996188163757e-02
9.599999999999999645e+00,6.089651584625244141e-01,1.846902668476104736e-01,4.611423611640930176e-02
9.609999999999999432e+00,6.042131781578063965e-01,1.834735423326492310e-01,4.645979031920433044e-02
9.620000000000000995e+00,6.044983267784118652e-01,1.836595088243484497e-01,4.606365039944648743e-02
9.630000000000000782e+00,5.998029708862304688e-01,1.824159026145935059e-01,4.638845473527908325e-02
9.640000000000000568e+00,6.007861495018005371e-01,1.826389878988265991e-01,4.601202532649040222e-02
9.650000000000000355e+00,5.962721705436706543e-01,1.813144087791442871e-01,4.634045436978340149e-02
9.660000000000000142e+00,5.981001257896423340e-01,1.817277520895004272e-01,4.600941762328147888e-02
9.669999999999999929e+00,5.936257243156433105e-01,1.803399622440338135e-01,4.640118032693862915e-02
9.679999999999999716e+00,5.944393277168273926e-01,1.807724237442016602e-01,4.631560668349266052e-02
9.689999999999999503e+00,5.897381305694580078e-01,1.792751401662826538e-01,4.680039361119270325e-02
9.700000000000001066e+00,5.908281803131103516e-01,1.798352003097534180e-01,4.671579226851463318e-02
9.710000000000000853e+00,5.871380567550659180e-01,1.786883175373077393e-01,4.712893441319465637e-02
9.720000000000000639e+00,5.892623662948608398e-01,1.793561279773712158e-01,4.694814607501029968e-02
9.730000000000000426e+00,5.875703692436218262e-01,1.785503476858139038e-01,4.730626195669174194e-02
9.740000000000000213e+00,5.906670093536376953e-01,1.793710738420486450e-01,4.715339466929435730e-02
9.750000000000000000e+00,5.900433063507080078e-01,1.787412762641906738e-01,4.752230644226074219e-02
9.759999999999999787e+00,5.940379500389099121e-01,1.797566860914230347e-01,4.731979966163635254e-02
9.769999999999999574e+00,5.941195487976074219e-01,1.791716367006301880e-01,4.763616248965263367e-02
9.779999999999999361e+00,5.984842777252197266e-01,1.801790446043014526e-01,4.746511206030845642e-02
9.790000000000000924e+00,5.984326601028442383e-01,1.795747727155685425e-01,4.783027246594429016e-02
9.800000000000000711e+00,6.025138497352600098e-01,1.805060356855392456e-01,4.769217222929000854e-02
9.810000000000000497e+00,6.028844118118286133e-01,1.800041198730468750e-01,4.802908375859260559e-02
9.820000000000000284e+00,6.063725948333740234e-01,1.808859258890151978e-01,4.789963364601135254e-02
9.830000000000000071e+00,6.063651442527770996e-01,1.802691668272018433e-01,4.824494943022727966e-02
9.839999999999999858e+00,6.091073751449584961e-01,1.810027062892913818e-01,4.813903197646141052e-02
9.849999999999999645e+00,6.092076897621154785e-01,1.804943978786468506e-01,4.854065179824829102e-02
9.859999999999999432e+00,6.114749312400817871e-01,1.812748312950134277e-01,4.844379052519798279e-02
9.870000000000000995e+00,6.112582087516784668e-01,1.807443946599960327e-01,4.884046316146850586e-02
9.880000000000000782e+00,6.127600073814392090e-01,1.813109815120697021e-01,4.874939098954200745e-02
9.890000000000000568e+00,6.121410727500915527e-01,1.806782931089401245e-01,4.915333539247512817e-02
9.900000000000000355e+00,6.132051348686218262e-01,1.810910105705261230e-01,4.906589165329933167e-02
9.910000000000000142e+00,6.121928691864013672e-01,1.802977323532104492e-01,4.948626086115837097e-02
9.919999999999999929e+00,6.123059988021850586e-01,1.804438978433609009e-01,4.939861968159675598e-02
9.929999999999999716e+00,6.105149984359741211e-01,1.793873459100723267e-01,4.984531924128532410e-02
9.939999999999999503e+00,6.097842454910278320e-01,1.793243139982223511e-01,4.973913356661796570e-02
9.950000000000001066e+00,6.071230173110961914e-01,1.779751628637313843e-01,5.018621683120727539e-02
9.960000000000000853e+00,6.054617166519165039e-01,1.776835918426513672e-01,5.009269714355468750e-02
9.970000000000000639e+00,6.016207933425903320e-01,1.761468648910522461e-01,5.058524012565612793e-02
9.980000000000000426e+00,5.990575551986694336e-01,1.756493151187896729e-01,5.046496540307998657e-02
9.990000000000000213e+00,5.942469239234924316e-01,1.739434301853179932e-01,5.096537992358207703e-02
1.000000000000000000e+01,5.907998085021972656e-01,1.733519434928894043e-01,5.081857368350028992e-02
1.000999999999999979e+01,5.852372050285339355e-01,1.715192198753356934e-01,5.131013318896293640e-02
1.001999999999999957e+01,5.814706087112426758e-01,1.708910316228866577e-01,5.110388994216918945e-02
1.002999999999999936e+01,5.761084556579589844e-01,1.688417792320251465e-01,5.158596858382225037e-02
1.004000000000000092e+01,5.735601782798767090e-01,1.687050908803939819e-01,5.123388394713401794e-02
1.005000000000000071e+01,5.689997076988220215e-01,1.669060289859771729e-01,5.158558115363121033e-02
1.006000000000000050e+01,5.689353942871093750e-01,1.672967821359634399e-01,5.115478858351707458e-02
1.007000000000000028e+01,5.655587911605834961e-01,1.662049442529678345e-01,5.149347335100173950e-02
1.008000000000000007e+01,5.667079687118530273e-01,1.670004129409790039e-01,5.117915943264961243e-02
1.008999999999999986e+01,5.655726194381713867e-01,1.665177345275878906e-01,5.140749365091323853e-02
1.009999999999999964e+01,5.693963766098022461e-01,1.683818250894546509e-01,5.101689696311950684e-02
1.010999999999999943e+01,5.703512430191040039e-01,1.686660051345825195e-01,5.118508264422416687e-02
1.012000000000000099e+01,5.755774378776550293e-01,1.706305742263793945e-01,5.089546367526054382e-02
1.013000000000000078e+01,5.772933363914489746e-01,1.710614114999771118e-01,5.104397609829902649e-02
1.014000000000000057e+01,5.837461948394775391e-01,1.734398007392883301e-01,5.067853257060050964e-02
1.015000000000000036e+01,5.862683057785034180e-01,1.740833669900894165e-01,5.078756809234619141e-02
1.016000000000000014e+01,5.948932170867919922e-01,1.767162382602691650e-01,5.050349980592727661e-02
1.016999999999999993e+01,5.988286733627319336e-01,1.778068393468856812e-01,5.061202868819236755e-02
1.017999999999999972e+01,6.065630316734313965e-01,1.802921593189239502e-01,5.041209980845451355e-02
1.018999999999999950e+01,6.097316741943359375e-01,1.811927258968353271e-01,5.048301443457603455e-02
1.020000000000000107e+01,6.164988279342651367e-01,1.833311021327972412e-01,5.018245056271553040e-02
1.021000000000000085e+01,6.190865039825439453e-01,1.840635389089584351e-01,5.015000328421592712e-02
1.022000000000000064e+01,6.245254874229431152e-01,1.858045756816864014e-01,4.986517503857612610e-02
1.023000000000000043e+01,6.260952949523925781e-01,1.863470822572708130e-01,4.985557124018669128e-02
1.024000000000000021e+01,6.302559375762939453e-01,1.877766847610473633e-01,4.957122728228569031e-02
1.025000000000000000e+01,6.313037872314453125e-01,1.881872415542602539e-01,4.953864961862564087e-02
1.025999999999999979e+01,6.344021558761596680e-01,1.892518252134323120e-01,4.933991655707359314e-02
1.026999999999999957e+01,6.349008679389953613e-01,1.895058155059814453e-01,4.932810738682746887e-02
1.027999999999999936e+01,6.373106837272644043e-01,1.903497278690338135e-01,4.918510466814041138e-02
1.029000000000000092e+01,6.373167634010314941e-01,1.904865205287933350e-01,4.918703436851501465e-02
1.030000000000000071e+01,6.391019821166992188e-01,1.911430805921554565e-01,4.908854886889457703e-02
1.031000000000000050e+01,6.386848092079162598e-01,1.911873668432235718e-01,4.910325631499290466e-02
1.032000000000000028e+01,6.400211453437805176e-01,1.917146742343902588e-01,4.904616996645927429e-02
1.033000000000000007e+01,6.392931938171386719e-01,1.916874051094055176e-01,4.906034469604492188e-02
1.033999999999999986e+01,6.403447389602661133e-01,1.921147853136062622e-01,4.903570190072059631e-02
1.034999999999999964e+01,6.393865942955017090e-01,1.920370608568191528e-01,4.907651245594024658e-02
1.035999999999999943e+01,6.401377320289611816e-01,1.924172639846801758e-01,4.912512004375457764e-02
1.037000000000000099e+01,6.389505267143249512e-01,1.922949701547622681e-01,4.918537661433219910e-02
1.038000000000000078e+01,6.396546959877014160e-01,1.926228851079940796e-01,4.922739788889884949e-02
1.039000000000000057e+01,6.382870078086853027e-01,1.924609541893005371e-01,4.926062747836112976e-02
1.040000000000000036e+01,6.389977335929870605e-01,1.927544325590133667e-01,4.929477721452713013e-02
1.041000000000000014e+01,6.374925971031188965e-01,1.925523430109024048e-01,4.934719949960708618e-02
1.041999999999999993e+01,6.381827592849731445e-01,1.928307563066482544e-01,4.940602928400039673e-02
1.042999999999999972e+01,6.365069746971130371e-01,1.925962567329406738e-01,4.943202808499336243e-02
1.043999999999999950e+01,6.371396780014038086e-01,1.928461194038391113e-01,4.948798939585685730e-02
1.045000000000000107e+01,6.353592872619628906e-01,1.925831884145736694e-01,4.948686808347702026e-02
1.046000000000000085e+01,6.359834074974060059e-01,1.928179413080215454e-01,4.952892661094665527e-02
1.047000000000000064e+01,6.341307759284973145e-01,1.925158053636550903e-01,4.951304942369461060e-02
1.048000000000000043e+01,6.347671151161193848e-01,1.927238851785659790e-01,4.957608133554458618e-02
1.049000000000000021e+01,6.327672004699707031e-01,1.923863887786865234e-01,4.953859001398086548e-02
1.050000000000000000e+01,6.334097385406494141e-01,1.925759166479110718e-01,4.959536343812942505e-02
1.050999999999999979e+01,6.312616467475891113e-01,1.921982914209365845e-01,4.953390359878540039e-02
1.051999999999999957e+01,6.318907737731933594e-01,1.923660933971405029e-01,4.959508404135704041e-02
1.052999999999999936e+01,6.295698881149291992e-01,1.919437497854232788e-01,4.951436445116996765e-02
1.054000000000000092e+01,6.301693320274353027e-01,1.920925080776214600e-01,4.958605766296386719e-02
1.055000000000000071e+01,6.276713609695434570e-01,1.916329711675643921e-01,4.948968440294265747e-02
1.056000000000000050e+01,6.282814145088195801e-01,1.917563229799270630e-01,4.956161603331565857e-02
1.057000000000000028e+01,6.255915760993957520e-01,1.912585198879241943e-01,4.944893345236778259e-02
1.058000000000000007e+01,6.261515617370605469e-01,1.913497447967529297e-01,4.952965304255485535e-02
1.058999999999999986e+01,6.231063008308410645e-01,1.907669752836227417e-01,4.940357431769371033e-02
1.059999999999999964e+01,6.236592531204223633e-01,1.908488720655441284e-01,4.945203289389610291e-02
1.060999999999999943e+01,6.202192306518554688e-01,1.902009546756744385e-01,4.934524744749069214e-02
1.062000000000000099e+01,6.208395957946777344e-01,1.902804225683212280e-01,4.940976202487945557e-02
1.063000000000000078e+01,6.182430386543273926e-01,1.896740794181823730e-01,4.926452040672302246e-02
1.064000000000000057e+01,6.189253330230712891e-01,1.897428333759307861e-01,4.934576153755187988e-02
1.065000000000000036e+01,6.163522005081176758e-01,1.890394836664199829e-01,4.921528697013854980e-02
1.066000000000000014e+01,6.170669794082641602e-01,1.890633106231689453e-01,4.930825531482696533e-02
1.066999999999999993e+01,6.145011186599731445e-01,1.882909983396530151e-01,4.914374649524688721e-02
1.067999999999999972e+01,6.151667237281799316e-01,1.882607787847518921e-01,4.924548417329788208e-02
1.068999999999999950e+01,6.124275922775268555e-01,1.873780339956283569e-01,4.907875880599021912e-02
1.070000000000000107e+01,6.130347251892089844e-01,1.872737556695938110e-01,4.917834326624870300e-02
1.071000000000000085e+01,6.098697781562805176e-01,1.862721145153045654e-01,4.906391352415084839e-02
1.072000000000000064e+01,6.106000542640686035e-01,1.860941648483276367e-01,4.920296743512153625e-02
1.073000000000000043e+01,6.078684926033020020e-01,1.849939078092575073e-01,4.905650764703750610e-02
1.074000000000000021e+01,6.086574196815490723e-01,1.847010105848312378e-01,4.925537854433059692e-02
1.075000000000000000e+01,6.058218479156494141e-01,1.833884119987487793e-01,4.916066303849220276e-02
1.075999999999999979e+01,6.066840887069702148e-01,1.830544620752334595e-01,4.941925778985023499e-02
1.076999999999999957e+01,6.045901775360107422e-01,1.817687898874282837e-01,4.935494065284729004e-02
1.077999999999999936e+01,6.067676544189453125e-01,1.814713776111602783e-01,4.966409131884574890e-02
1.079000000000000092e+01,6.062337160110473633e-01,1.804558783769607544e-01,4.957244917750358582e-02
1.080000000000000071e+01,6.087506413459777832e-01,1.801997125148773193e-01,4.987939819693565369e-02
1.081000000000000050e+01,6.101647615432739258e-01,1.797253787517547607e-01,4.961330816149711609e-02
1.082000000000000028e+01,6.139609813690185547e-01,1.799816638231277466e-01,4.988128691911697388e-02
1.083000000000000007e+01,6.151930093765258789e-01,1.798580735921859741e-01,4.989515617489814758e-02
1.083999999999999986e+01,6.190245151519775391e-01,1.801254302263259888e-01,5.045100674033164978e-02
1.084999999999999964e+01,6.209142804145812988e-01,1.804512739181518555e-01,5.055257678031921387e-02
1.085999999999999943e+01,6.247522830963134766e-01,1.810845434665679932e-01,5.109623819589614868e-02
1.087000000000000099e+01,6.268799901008605957e-01,1.816584616899490356e-01,5.117365345358848572e-02
1.088000000000000078e+01,6.304607391357421875e-01,1.824547350406646729e-01,5.165386199951171875e-02
1.089000000000000057e+01,6.324623227119445801e-01,1.832255721092224121e-01,5.178822949528694153e-02
1.090000000000000036e+01,6.356745362281799316e-01,1.841017752885818481e-01,5.230993032455444336e-02
1.091000000000000014e+01,6.372347474098205566e-01,1.848212778568267822e-01,5.243514105677604675e-02
1.091999999999999993e+01,6.396620273590087891e-01,1.855616569519042969e-01,5.297084525227546692e-02
1.092999999999999972e+01,6.407252550125122070e-01,1.861197054386138916e-01,5.307637527585029602e-02
1.093999999999999950e+01,6.424797177314758301e-01,1.866966634988784790e-01,5.359050631523132324e-02
1.095000000000000107e+01,6.430795192718505859e-01,1.870582252740859985e-01,5.368853732943534851e-02
1.096000000000000085e+01,6.443029046058654785e-01,1.874936819076538086e-01,5.415430665016174316e-02
1.097000000000000064e+01,6.445567011833190918e-01,1.876986324787139893e-01,5.423413589596748352e-02
1.098000000000000043e+01,6.453713774681091309e-01,1.879757642745971680e-01,5.468188598752021790e-02
1.099000000000000021e+01,6.452994942665100098e-01,1.880467385053634644e-01,5.472799763083457947e-02
1.100000000000000000e+01,6.457679867744445801e-01,1.881732493638992310e-01,5.514022335410118103e-02
1.100999999999999979e+01,6.453583240509033203e-01,1.881214827299118042e-01,5.514691397547721863e-02
1.101999999999999957e+01,6.455348730087280273e-01,1.881108731031417847e-01,5.551188811659812927e-02
1.102999999999999936e+01,6.448346376419067383e-01,1.880122870206832886e-01,5.543887615203857422e-02
1.104000000000000092e+01,6.446757912635803223e-01,1.878455132246017456e-01,5.578548833727836609e-02
1.105000000000000071e+01,6.435537338256835938e-01,1.876766383647918701e-01,5.566744878888130188e-02
1.106000000000000050e+01,6.429979205131530762e-01,1.873446106910705566e-01,5.600111559033393860e-02
1.107000000000000028e+01,6.414213776588439941e-01,1.870564371347427368e-01,5.584777146577835083e-02
1.108000000000000007e+01,6.404731273651123047e-01,1.866095513105392456e-01,5.616202950477600098e-02
1.108999999999999986e+01,6.380555033683776855e-01,1.862091273069381714e-01,5.595493316650390625e-02
1.109999999999999964e+01,6.364932060241699219e-01,1.856112182140350342e-01,5.624620243906974792e-02
1.110999999999999943e+01,6.333130002021789551e-01,1.851286590099334717e-01,5.602229759097099304e-02
1.112000000000000099e+01,6.309965848922729492e-01,1.843774169683456421e-01,5.631635338068008423e-02
1.113000000000000078e+01,6.279861927032470703e-01,1.839614957571029663e-01,5.612426623702049255e-02
1.114000000000000057e+01,6.250975728034973145e-01,1.831620484590530396e-01,5.641479045152664185e-02
1.115000000000000036e+01,6.216998100280761719e-01,1.827221214771270752e-01,5.620944127440452576e-02
1.116000000000000014e+01,6.186490058898925781e-01,1.819538772106170654e-01,5.648617073893547058e-02
1.116999999999999993e+01,6.155811548233032227e-01,1.817359030246734619e-01,5.621173605322837830e-02
1.117999999999999972e+01,6.125917434692382812e-01,1.810608953237533569e-01,5.648067221045494080e-02
1.118999999999999950e+01,6.101694107055664062e-01,1.810160130262374878e-01,5.618958547711372375e-02
1.120000000000000107e+01,6.073789596557617188e-01,1.803927123546600342e-01,5.647205188870429993e-02
1.121000000000000085e+01,6.054263114929199219e-01,1.803336739540100098e-01,5.617200955748558044e-02
1.122000000000000064e+01,6.026835441589355469e-01,1.796556115150451660e-01,5.646463856101036072e-02
1.123000000000000043e+01,6.009573936462402344e-01,1.795962750911712646e-01,5.621802806854248047e-02
1.124000000000000021e+01,5.984761118888854980e-01,1.789958178997039795e-01,5.652317404747009277e-02
1.125000000000000000e+01,5.969842672348022461e-01,1.790499538183212280e-01,5.622381716966629028e-02
1.125999999999999979e+01,5.953422188758850098e-01,1.785578131675720215e-01,5.653050541877746582e-02
1.126999999999999957e+01,5.938575267791748047e-01,1.785773336887359619e-01,5.620296671986579895e-02
1.127999999999999936e+01,5.922067761421203613e-01,1.780906617641448975e-01,5.650995299220085144e-02
1.129000000000000092e+01,5.904533863067626953e-01,1.780573278665542603e-01,5.617025122046470642e-02
1.130000000000000071e+01,5.886119604110717773e-01,1.774483770132064819e-01,5.647597461938858032e-02
1.131000000000000050e+01,5.867716073989868164e-01,1.773590594530105591e-01,5.610719323158264160e-02
1.132000000000000028e+01,5.842844247817993164e-01,1.765981465578079224e-01,5.643645673990249634e-02
1.133000000000000007e+01,5.822661519050598145e-01,1.764949858188629150e-01,5.607467889785766602e-02
1.133999999999999986e+01,5.799360871315002441e-01,1.757508963346481323e-01,5.634437128901481628e-02
1.134999999999999964e+01,5.777003765106201172e-01,1.758831590414047241e-01,5.590791627764701843e-02
1.135999999999999943e+01,5.759499669075012207e-01,1.753529757261276245e-01,5.614801123738288879e-02
1.137000000000000099e+01,5.736966133117675781e-01,1.755154728889465332e-01,5.568069219589233398e-02
1.138000000000000078e+01,5.726657509803771973e-01,1.751234829425811768e-01,5.592153221368789673e-02
1.139000000000000057e+01,5.703981518745422363e-01,1.752033233642578125e-01,5.545603111386299133e-02
1.140000000000000036e+01,5.709174275398254395e-01,1.750564575195312500e-01,5.570757389068603516e-02
1.141000000000000014e+01,5.701320767402648926e-01,1.751842647790908813e-01,5.521780252456665039e-02
1.141999999999999993e+01,5.735228061676025391e-01,1.754286289215087891e-01,5.542463809251785278e-02
1.142999999999999972e+01,5.744438171386718750e-01,1.756733208894729614e-01,5.484197661280632019e-02
1.143999999999999950e+01,5.796806216239929199e-01,1.760451495647430420e-01,5.506476387381553650e-02
1.145000000000000107e+01,5.813535451889038086e-01,1.763314902782440186e-01,5.444088205695152283e-02
1.146000000000000085e+01,5.873365402221679688e-01,1.767537146806716919e-01,5.471968650817871094e-02
1.147000000000000064e+01,5.890575647354125977e-01,1.770494729280471802e-01,5.409607291221618652e-02
1.148000000000000043e+01,5.947206020355224609e-01,1.775361597537994385e-01,5.431694537401199341e-02
1.149000000000000021e+01,5.954681634902954102e-01,1.776815652847290039e-01,5.373416095972061157e-02
1.150000000000000000e+01,6.005826592445373535e-01,1.783203780651092529e-01,5.401120334863662720e-02
1.150999999999999979e+01,6.010041236877441406e-01,1.785194724798202515e-01,5.340969190001487732e-02
1.151999999999999957e+01,6.053491830825805664e-01,1.791168153285980225e-01,5.369129776954650879e-02
1.152999999999999936e+01,6.054521799087524414e-01,1.793065369129180908e-01,5.311578512191772461e-02
1.154000000000000092e+01,6.089097857475280762e-01,1.799479126930236816e-01,5.342620611190795898e-02
1.155000000000000071e+01,6.090998053550720215e-01,1.802226603031158447e-01,5.284255370497703552e-02
1.156000000000000050e+01,6.125889420509338379e-01,1.808623224496841431e-01,5.317189171910285950e-02
1.157000000000000028e+01,6.124449968338012695e-01,1.810824871063232422e-01,5.258222296833992004e-02
1.158000000000000007e+01,6.154218316078186035e-01,1.816140562295913696e-01,5.288174375891685486e-02
1.158999999999999986e+01,6.150749921798706055e-01,1.818033009767532349e-01,5.224150419235229492e-02
1.159999999999999964e+01,6.174004077911376953e-01,1.822312027215957642e-01,5.254645273089408875e-02
1.160999999999999943e+01,6.166211962699890137e-01,1.823572516441345215e-01,5.189075693488121033e-02
1.162000000000000099e+01,6.185749769210815430e-01,1.826829910278320312e-01,5.221178755164146423e-02
1.163000000000000078e+01,6.174578666687011719e-01,1.827422529458999634e-01,5.155378207564353943e-02
