time,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,M1,M2,M3,M4,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref
0.18,-0.7503736019134521,-2.9260406494140625,1.4487957954406738,-3.7795655727386475,0.8938336372375488,-0.2206808626651764,0.9581430554389954,-0.22304098308086395,0.17934992909431458,0.0069404602982103825,0.9311424493789673,3.1269829273223877,0.8069435954093933,10880.5546875,10785.5595703125,9092.982421875,8051.20751953125,-0.6926687359809875,-2.9140138626098633,1.5,-3.5479795932769775,0.9508104920387268,0.0
0.19,-0.7877417802810669,-2.916562795639038,1.446657419204712,-3.736820697784424,0.9477872252464294,-0.21383891999721527,0.956214427947998,-0.2179342806339264,0.19523508846759796,0.006483153905719519,0.9570477604866028,2.9747328758239746,0.7563815116882324,11051.09765625,10880.1513671875,9006.462890625,7959.1796875,-0.7278980612754822,-2.9042470455169678,1.5,-3.4974677562713623,1.0025291442871094,0.0
0.2,-0.824639618396759,-2.90655255317688,1.4445900917053223,-3.6897835731506348,1.0010149478912354,-0.20673435926437378,0.9542055726051331,-0.21268916130065918,0.21028554439544678,0.005922975018620491,0.961318850517273,2.8034679889678955,0.7042874693870544,11164.5966796875,10929.625,9022.9638671875,7984.142578125,-0.7626098394393921,-2.8939640522003174,1.5,-3.4444687366485596,1.0540695190429688,0.0
0.21,-0.8610236048698425,-2.8960161209106445,1.4425997734069824,-3.638396978378296,1.0536381006240845,-0.19903284311294556,0.9521489143371582,-0.20742113888263702,0.22441238164901733,0.0052904426120221615,0.9452196955680847,2.6196060180664062,0.6532534956932068,11229.6845703125,10942.88671875,9135.3154296875,8114.00439453125,-0.7967792749404907,-2.8831663131713867,1.5,-3.3890204429626465,1.1054226160049438,0.0
0.22,-0.8968494534492493,-2.884958028793335,1.4406960010528564,-3.5825870037078857,1.1058003902435303,-0.19037994742393494,0.9500753879547119,-0.2022368162870407,0.23756185173988342,0.004622539505362511,0.911045253276825,2.4294557571411133,0.6054271459579468,11257.1455078125,10931.6796875,9328.94921875,8330.533203125,-0.830382227897644,-2.871856212615967,1.5,-3.331162452697754,1.1565791368484497,0.0
0.23,-0.9320730566978455,-2.873382329940796,1.4388902187347412,-3.522359609603882,1.1575796604156494,-0.18058377504348755,0.9480127692222595,-0.1972285360097885,0.24971379339694977,0.00395942060276866,0.8620654940605164,2.2389957904815674,0.5625258684158325,11249.55859375,10899.146484375,9578.71484375,8605.021484375,-0.8633946776390076,-2.8600354194641113,1.5,-3.270935535430908,1.2075300216674805,0.0
0.24,-0.96664959192276,-2.8612911701202393,1.4371968507766724,-3.4576520919799805,1.2091271877288818,-0.16933169960975647,0.9459844827651978,-0.19246967136859894,0.2608787715435028,0.0033412582706660032,0.8031022548675537,2.054115056991577,0.5256560444831848,11224.4091796875,10865.1318359375,9870.595703125,8919.962890625,-0.8957931399345398,-2.8477063179016113,1.5,-3.208383083343506,1.2582662105560303,0.0
0.25,-1.0005344152450562,-2.8486857414245605,1.435632348060608,-3.3884780406951904,1.260540246963501,-0.15645352005958557,0.9440085291862488,-0.18800762295722961,0.27109646797180176,0.0028030546382069588,0.7392615079879761,1.8805598020553589,0.49562448263168335,11182.1064453125,10830.23046875,10185.587890625,9255.6435546875,-0.927554726600647,-2.8348708152770996,1.5,-3.1435489654541016,1.3087787628173828,0.0
0.26,-1.033684492111206,-2.8355674743652344,1.4342120885849,-3.3150062561035156,1.3118172883987427,-0.14202289283275604,0.942096471786499,-0.1838628649711609,0.28043389320373535,0.002372441114857793,0.6747142672538757,1.7228446006774902,0.4730627238750458,11117.1708984375,10785.6484375,10504.5859375,9592.849609375,-0.9586566686630249,-2.8215315341949463,1.5,-3.07647967338562,1.3590586185455322,0.0
0.27,-1.0660595893859863,-2.8219382762908936,1.4329496622085571,-3.237504005432129,1.3629101514816284,-0.12624609470367432,0.9402524828910828,-0.18003353476524353,0.28897902369499207,0.002070800634101033,0.6124957799911499,1.5836771726608276,0.4580669105052948,11037.0986328125,10734.806640625,10807.0908203125,9911.0048828125,-0.9890770316123962,-2.807690382003784,1.5,-3.007222890853882,1.4090969562530518,0.0
0.28,-1.0976223945617676,-2.807800769805908,1.4318559169769287,-3.1562819480895996,1.4137600660324097,-0.10937722772359848,0.9384745955467224,-0.17650176584720612,0.29683151841163635,0.0019136522896587849,0.5542826652526855,1.4645636081695557,0.4505281150341034,10945.435546875,10677.67578125,11086.4990234375,10204.3720703125,-1.018794059753418,-2.7933504581451416,1.5,-2.9358277320861816,1.4588847160339355,0.0
0.29,-1.1283384561538696,-2.7931573390960693,1.430939793586731,-3.0716073513031006,1.4643431901931763,-0.09160646051168442,0.9367546439170837,-0.17324045300483704,0.3040965795516968,0.0019125014077872038,0.5014038681983948,1.3657777309417725,0.4498582184314728,10856.59765625,10626.5947265625,11336.2900390625,10466.03125,-1.0477865934371948,-2.7785136699676514,1.5,-2.862344980239868,1.5084130764007568,0.0
0.3,-1.158176064491272,-2.7780110836029053,1.4302082061767578,-2.983764171600342,1.5146243572235107,-0.07315748929977417,0.9350810050964355,-0.1702161282300949,0.31087905168533325,0.0020740595646202564,0.4550061821937561,1.2866233587265015,0.4551343321800232,10777.56640625,10586.76171875,11549.2490234375,10688.6943359375,-1.0760341882705688,-2.7631828784942627,1.5,-2.7868268489837646,1.5576733350753784,0.0
0.31,-1.1871061325073242,-2.7623653411865234,1.4296659231185913,-2.893007278442383,1.5645785331726074,-0.054232146590948105,0.9334394931793213,-0.16739033162593842,0.3172784149646759,0.002399655058979988,0.4159274399280548,1.225338339805603,0.4651586711406708,10716.96875,10564.5732421875,11722.515625,10869.1806640625,-1.1035165786743164,-2.747361183166504,1.5,-2.709327220916748,1.6066566705703735,0.0
0.32,-1.215101957321167,-2.7462236881256104,1.4293155670166016,-2.799582004547119,1.6141754388809204,-0.0350397564470768,0.931816041469574,-0.1647219955921173,0.32338395714759827,0.0028852010145783424,0.3844342827796936,1.1787054538726807,0.47860875725746155,10679.2607421875,10561.0693359375,11855.34765625,11005.99609375,-1.1302142143249512,-2.731050729751587,1.5,-2.6299009323120117,1.655354380607605,0.0
0.33,-1.2421393394470215,-2.7295899391174316,1.4291573762893677,-2.703742504119873,1.663367509841919,-0.015820177271962166,0.930199384689331,-0.1621704399585724,0.32926809787750244,0.003522606799378991,0.36059892177581787,1.143471360206604,0.49405568838119507,10665.97265625,10577.1640625,11945.1943359375,11097.38671875,-1.1561082601547241,-2.7142550945281982,1.5,-2.5486044883728027,1.703757882118225,0.0
0.34,-1.2681965827941895,-2.7124688625335693,1.4291893243789673,-2.605726957321167,1.7121039628982544,0.0031939710024744272,0.9285810589790344,-0.15969669818878174,0.33498629927635193,0.004299513064324856,0.34439802169799805,1.116128921508789,0.5101487636566162,10676.03515625,10610.982421875,11995.294921875,11146.4501953125,-1.1811803579330444,-2.696976661682129,1.5,-2.465496063232422,1.7518583536148071,0.0
0.35000000000000003,-1.2932546138763428,-2.6948657035827637,1.4294066429138184,-2.5057992935180664,1.7603111267089844,0.021733103320002556,0.9269567728042603,-0.15726402401924133,0.340576171875,0.005199925508350134,0.33581751585006714,1.0929125547409058,0.5257663130760193,10702.455078125,10654.9228515625,12009.732421875,11156.8154296875,-1.2054123878479004,-2.6792187690734863,1.5,-2.380634307861328,1.799647569656372,0.0
